25,25
27,2
273,246
274,1
275,1
276,1
277,1
370,93
372,2
374,2
375,1
694,319
707,13
711,4
728,17
738,10
744,6
747,3
748,1
1168,420
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1609,435
1610,1
1611,1
1612,1
1613,1
1614,1
1616,2
1624,8
1625,1
1628,3
1662,34
1663,1
1664,1
1665,1
1666,1
1675,9
1725,50
1728,3
1730,2
1732,2
1735,3
1737,2
1821,84
1822,1
1823,1
1824,1
1966,142
1972,6
1973,1
1974,1
1975,1
1976,1
1978,2
1984,6
1987,3
1993,6
1998,5
1999,1
2003,4
2004,1
2010,6
2141,131
2142,1
2143,1
2144,1
2145,1
2146,1
2148,2
2149,1
2151,2
2152,1
2153,1
2700,547
2713,13
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2991,271
2992,1
2993,1
2994,1
2998,4
2999,1
3000,1
3033,33
3037,4
3038,1
3039,1
3042,3
3628,586
3629,1
3630,1
3631,1
3632,1
3688,56
3689,1
3690,1
3691,1
3692,1
3693,1
3694,1
3695,1
3696,1
3697,1
3701,4
3702,1
3707,5
3710,3
3714,4
3716,2
3718,2
3721,3
3723,2
3727,4
3728,1
3736,8
3820,84
3823,3
3824,1
3847,23
3848,1
4193,345
4866,673
4867,1
4868,1
4872,4
4874,2
4894,20
4896,2
4897,1
4898,1
4899,1
4904,5
4907,3
4908,1
4909,1
4919,10
4920,1
4977,57
4978,1
4981,3
4995,14
4996,1
5000,4
5001,1
5002,1
5003,1
5010,7
5012,2
5013,1
5166,153
5274,108
5275,1
5276,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5284,2
5285,1
5432,147
5434,2
5437,3
5688,251
5695,7
5696,1
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5703,1
5704,1
5705,1
5715,10
5717,2
5719,2
5720,1
5732,12
5771,39
5776,5
5780,4
5782,2
5788,6
5789,1
5790,1
5806,16
6264,458
6266,2
6590,324
6775,185
6921,146
7107,186
7328,221
7329,1
7338,9
7339,1
7340,1
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,1
7349,1
7350,1
7351,1
7352,1
7355,3
7384,29
7385,1
7386,1
7387,1
7388,1
7389,1
7390,1
7407,17
7408,1
7412,4
7413,1
7414,1
7415,1
7416,1
7417,1
7418,1
7419,1
7420,1
7421,1
7422,1
7423,1
7424,1
7426,2
7427,1
7429,2
7434,5
7435,1
7438,3
7440,2
7441,1
7502,61
7503,1
7504,1
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7556,46
7569,13
7571,2
7573,2
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,1
7583,3
7586,3
7616,30
8050,434
8051,1
8052,1
8053,1
8054,1
8055,1
8056,1
8057,1
8058,1
8059,1
8060,1
8061,1
8062,1
8063,1
8064,1
8065,1
8066,1
8072,6
8075,3
8230,155
8231,1
8232,1
8233,1
8234,1
8235,1
8236,1
8237,1
8238,1
8239,1
8243,4
8687,444
8689,2
8691,2
8693,2
8694,1
8924,230
8925,1
8926,1
8927,1
8928,1
8929,1
8930,1
8933,3
9547,614
9550,3
9551,1
9552,1
9553,1
9554,1
9610,56
9625,15
9626,1
10122,496
10123,1
10124,1
10125,1
10126,1
10301,175
10302,1
10303,1
10304,1
10305,1
10306,1
10307,1
10308,1
10685,377
10687,2
10688,1
10689,1
10768,79
10769,1
10770,1
10771,1
10777,6
10779,2
10822,43
10823,1
10824,1
10825,1
10834,9
10835,1
10836,1
10848,12
10881,33
10883,2
11086,203
11087,1
11088,1
11089,1
11090,1
11091,1
11092,1
11093,1
11095,2
11181,86
11182,1
11183,1
11184,1
11185,1
11186,1
11381,195
11382,1
11383,1
11384,1
11385,1
11386,1
11387,1
11388,1
11389,1
11519,130
11791,272
11792,1
11793,1
11794,1
11795,1
11796,1
11797,1
11798,1
11925,127
11928,3
11930,2
11931,1
11946,15
12166,220
12167,1
12168,1
12169,1
12170,1
12171,1
12172,1
12173,1
12174,1
12175,1
12300,125
12301,1
12470,169
12471,1
12473,2
12550,77
12745,195
12746,1
12747,1
12748,1
12749,1
12750,1
12751,1
12752,1
12757,5
12853,96
12964,111
12966,2
12967,1
12968,1
13090,122
13091,1
13254,163
13255,1
13256,1
13257,1
13258,1
13259,1
13260,1
13261,1
13262,1
13263,1
13264,1
13268,4
13271,3
13272,1
13284,12
13285,1
13295,10
13296,1
13297,1
13298,1
13299,1
13330,31
13331,1
13332,1
13333,1
13334,1
13335,1
13336,1
13776,440
13778,2
13779,1
14155,376
14156,1
14164,8
14165,1
14805,640
14806,1
14807,1
14808,1
14809,1
14810,1
14811,1
14812,1
14813,1
14814,1
14815,1
14816,1
14817,1
14818,1
14831,13
14849,18
14850,1
14853,3
15210,357
15377,167
15378,1
15379,1
15380,1
15381,1
15383,2
15693,310
15694,1
15695,1
15696,1
15766,70
15767,1
15768,1
15769,1
15770,1
15771,1
15773,2
15842,69
15843,1
15897,54
16263,366
16264,1
16265,1
16266,1
16267,1
16268,1
16269,1
16270,1
16271,1
16272,1
16273,1
16274,1
16275,1
16277,2
16403,126
16404,1
16405,1
16861,456
16862,1
16863,1
16864,1
16865,1
16866,1
16867,1
16868,1
16869,1
16870,1
16871,1
16872,1
16873,1
16875,2
16940,65
17034,94
17035,1
17036,1
17037,1
17038,1
17200,162
17202,2
17320,118
17321,1
17407,86
17408,1
17409,1
17517,108
17518,1
17519,1
17645,126
17648,3
17650,2
18100,450
18101,1
18102,1
18162,60
18489,327
18633,144
18635,2
18636,1
18707,71
18708,1
18709,1
18710,1
18711,1
18712,1
18713,1
18714,1
18769,55
18770,1
18771,1
18772,1
18776,4
18781,5
18967,186
18970,3
19259,289
19260,1
19261,1
19262,1
19263,1
19264,1
19265,1
19266,1
19836,570
19837,1
19838,1
20029,191
20030,1
20031,1
20032,1
20033,1
20034,1
20035,1
20037,2
20038,1
20236,198
20248,12
20341,93
20342,1
20343,1
20344,1
20345,1
20471,126
20472,1
20473,1
20561,88
20562,1
20644,82
20645,1
20646,1
20953,307
20954,1
20955,1
20956,1
20957,1
20958,1
20959,1
20961,2
20962,1
20963,1
21054,91
21055,1
21056,1
21057,1
21058,1
21059,1
21060,1
21146,86
21147,1
21148,1
21149,1
21150,1
21151,1
21152,1
21153,1
21154,1
21156,2
21243,87
21468,225
21570,102
21571,1
21573,2
21923,350
21924,1
21925,1
22124,199
22132,8
22636,504
22667,31
22668,1
22669,1
22670,1
22675,5
22819,144
22820,1
22822,2
23247,425
23248,1
23249,1
23594,345
23595,1
23596,1
23597,1
23598,1
23687,89
23688,1
23689,1
23690,1
23860,170
23861,1
23946,85
23947,1
23948,1
23949,1
