772,772
786,14
803,17
879,76
907,28
969,62
1060,91
1094,34
1148,54
1172,24
1364,192
3006,1642
3093,87
3143,50
3975,832
4066,91
4102,36
4249,147
4393,144
4518,125
4609,91
4798,189
4833,35
4864,31
4877,13
4914,37
5038,124
5076,38
5093,17
5104,11
5106,2
5190,84
5478,288
5545,67
5765,220
5775,10
5871,96
5921,50
6394,473
6482,88
6558,76
6578,20
6614,36
6629,15
6638,9
6652,14
6788,136
6894,106
6929,35
6960,31
6969,9
7024,55
7075,51
7177,102
7222,45
7235,13
7304,69
7320,16
7393,73
7450,57
7572,122
8155,583
8239,84
8471,232
8708,237
8779,71
8821,42
8863,42
9006,143
9516,510
9933,417
9984,51
10131,147
10203,72
10221,18
10316,95
11285,969
11317,32
11452,135
11672,220
11778,106
12336,558
12533,197
12571,38
12863,292
13149,286
13194,45
13388,194
13847,459
14485,638
14742,257
14764,22
14837,73
15091,254
16048,957
16343,295
16745,402
17973,1228
18071,98
18085,14
18139,54
18811,672
19009,198
19081,72
19451,370
19589,138
20392,803
20485,93
21185,700
21671,486
21993,322
22004,11
22012,8
22054,42
22326,272
22566,240
22718,152
23322,604
24697,1375
24840,143
25057,217
25112,55
25760,648
26060,300
26840,780
26869,29
26996,127
27005,9
27153,148
27230,77
27865,635
28061,196
28426,365
28453,27
28475,22
28487,12
28597,110
28761,164
29901,1140
30093,192
30203,110
30245,42
30287,42
30479,192
30515,36
30536,21
30615,79
31461,846
32234,773
33117,883
33462,345
33633,171
33882,249
33915,33
33946,31
33980,34
34028,48
34088,60
34126,38
34846,720
35072,226
35087,15
35128,41
36828,1700
37828,1000
38371,543
38431,60
38455,24
38574,119
38596,22
38621,25
38644,23
38654,10
38803,149
38835,32
38848,13
38975,127
39046,71
39089,43
39115,26
39120,5
39230,110
39619,389
40307,688
41574,1267
41645,71
41695,50
41896,201
42516,620
42557,41
42860,303
42969,109
43625,656
43680,55
44071,391
44818,747
45106,288
45168,62
45759,591
45960,201
46132,172
47251,1119
48116,865
48138,22
48147,9
48170,23
49095,925
49497,402
49564,67
50411,847
50670,259
50676,6
50710,34
51966,1256
52798,832
53242,444
53750,508
55047,1297
55060,13
55618,558
56007,389
56029,22
56954,925
58378,1424
59016,638
59044,28
59267,223
60181,914
60319,138
60362,43
60929,567
62367,1438
62393,26
62460,67
62815,355
63419,604
63955,536
64126,171
64151,25
64417,266
65311,894
65324,13
65333,9
65504,171
65509,5
65521,12
65571,50
65590,19
66112,522
66220,108
66623,403
67332,709
67717,385
67796,79
68611,815
68832,221
68864,32
68873,9
69533,660
70678,1145
70797,119
70809,12
72105,1296
72130,25
72148,18
72260,112
72282,22
73601,1319
73661,60
73675,14
73761,86
74659,898
74683,24
74687,4
75534,847
75596,62
76653,1057
76667,14
77102,435
77153,51
78458,1305
80036,1578
80880,844
80939,59
81763,824
82551,788
82680,129
82799,119
86716,3917
86922,206
88000,1078
88002,2
88858,856
93663,4805
93683,20
99210,5527
99245,35
100234,989
103332,3098
108796,5464
109595,799
112284,2689
112287,3
112425,138
113318,893
113467,149
119844,6377
122226,2382
122275,49
122580,305
123505,925
126351,2846
126390,39
127157,767
127200,43
127255,55
127271,16
127286,15
127307,21
127319,12
127333,14
127354,21
127367,13
127378,11
127383,5
127413,30
127430,17
127445,15
127471,26
127480,9
127512,32
127540,28
127555,15
127583,28
127604,21
127626,22
127638,12
127652,14
127669,17
127687,18
127701,14
132680,4979
135012,2332
135365,353
136416,1051
137168,752
139448,2280
139466,18
139523,57
139537,14
139548,11
139557,9
139569,12
139629,60
139650,21
139658,8
139684,26
139702,18
139713,11
139722,9
139734,12
139742,8
139755,13
139774,19
139782,8
139795,13
143476,3681
143499,23
143519,20
143553,34
143566,13
143587,21
143607,20
143622,15
144183,561
145073,890
145096,23
145115,19
145150,35
145171,21
145186,15
145219,33
145237,18
145252,15
145281,29
145293,12
145327,34
145343,16
145362,19
146767,1405
146782,15
148924,2142
148952,28
148972,20
148998,26
149000,2
149021,21
149045,24
149054,9
149067,13
149086,19
149109,23
152440,3331
154767,2327
155164,397
155425,261
155454,29
155487,33
155528,41
155556,28
155652,96
155696,44
159182,3486
159844,662
159855,11
159996,141
161402,1406
162435,1033
162440,5
163444,1004
166393,2949
166446,53
166506,60
166523,17
166571,48
166595,24
166621,26
166634,13
166646,12
166661,15
166677,16
166691,14
166706,15
169072,2366
171625,2553
171651,26
173010,1359
173053,43
175070,2017
175137,67
175551,414
176467,916
176487,20
177276,789
177290,14
177301,11
177335,34
177345,10
177356,11
177370,14
177982,612
178030,48
178055,25
178764,709
178771,7
178782,11
178799,17
178809,10
178823,14
178838,15
178860,22
178894,34
178913,19
178942,29
178957,15
178974,17
179688,714
179708,20
179736,28
180564,828
182146,1582
185233,3087
186741,1508
192006,5265
192026,20
192042,16
192135,93
192166,31
